game_id,season,prediction_id,model_version,feature_version,blend_version,generated_at,feature_team_weight,feature_market_total,feature_vegas_spread,feature_away_team_elo,feature_home_team_elo,feature_pitcher_weight,feature_away_pitcher_elo,feature_home_pitcher_elo,feature_away_combined_elo,feature_home_combined_elo,feature_away_pitcher_source,feature_home_pitcher_source,feature_injury_model_source,feature_season_sample_games,feature_situational_context,feature_baseline_model_total,feature_context_weight_scale,feature_baseline_model_spread,feature_season_progress_scale,feature_away_pitcher_confidence,feature_historical_context_away,feature_historical_context_home,feature_home_pitcher_confidence,feature_injury_total_adjustment,feature_context_total_adjustment,feature_odds_market_availability,feature_context_spread_adjustment,feature_historical_context_weight,feature_injury_total_model_source,feature_injury_spread_model_source,feature_historical_context_available,feature_away_probable_pitcher_espn_id,feature_home_probable_pitcher_espn_id,feature_probable_pitcher_total_adjustment,feature_probable_pitcher_spread_adjustment,feature_away_probable_pitcher_injury_status,feature_historical_context_total_adjustment,feature_home_probable_pitcher_injury_status,feature_historical_context_spread_adjustment,feature_situational_context_total_adjustment,feature_situational_context_spread_adjustment,output_market_total,output_market_spread,output_predicted_total,output_win_probability,output_confidence_score,output_predicted_spread,output_blended_predicted_total,output_baseline_predicted_total,output_blended_predicted_spread,output_baseline_predicted_spread,actual_away_score,actual_home_score,actual_actual_total,actual_actual_spread,actual_actual_home_win,error_log_loss,error_brier_score,error_total_error,error_spread_error,error_winner_correct,error_baseline_log_loss,error_calibrated_log_loss,error_baseline_brier_score,error_win_probability_error,error_active_win_probability,error_calibrated_brier_score,error_baseline_win_probability,error_calibrated_win_probability,error_active_win_probability_source,error_baseline_win_probability_error,error_calibrated_win_probability_error,error_calibration_beats_baseline_brier,error_calibration_beats_baseline_log_loss,market_market_spread,market_market_spread_error,market_model_beats_market_spread
2466,2025,8133,rules-v1,core-v3,baseline-v1,2026-04-01T20:17:08-05:00,0.6,,,1524,1469,0.4,1509.6,1503.4,1518.2,1482.8,team_recent_average,team_recent_average,mixed,162,"{""bullpen"":{""away_fatigue"":0.074,""home_fatigue"":0.354,""total_adjustment"":0.09,""spread_adjustment"":-0.08},""handedness"":{""away_edge"":0,""home_edge"":0,""total_adjustment"":0,""spread_adjustment"":0,""away_opponent_pitcher_hand"":null,""home_opponent_pitcher_hand"":null},""total_adjustment"":0.09,""spread_adjustment"":-0.08}",5.1,1,-0.7,1,0.75,"{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}","{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}",0.75,0,-4.67,"{""has_h2h"":false,""bookmaker"":null,""has_totals"":false,""has_spreads"":false,""available_markets"":[]}",-0.61,0,raw_player_status,persisted_team_rating,0,,,0,0,,0,,0,0.09,-0.08,,,5.1,0.475,52.5,-0.7,5.1,5.1,-0.7,-0.7,1,5,6,4,1,0.7339691750802,0.2704,0.9,4.7,0,0.7339691750802,,0.2704,0.52,0.48,,0.48,,baseline,0.52,,,,,,
2629,2025,8134,rules-v1,core-v3,baseline-v1,2026-04-01T20:17:08-05:00,0.6,,,1524,1472,0.4,1507.9,1508.2,1517.6,1486.5,team_recent_average,team_recent_average,mixed,162,"{""bullpen"":{""away_fatigue"":0.023,""home_fatigue"":0.336,""total_adjustment"":0.08,""spread_adjustment"":-0.09},""handedness"":{""away_edge"":0,""home_edge"":0,""total_adjustment"":0,""spread_adjustment"":0,""away_opponent_pitcher_hand"":null,""home_opponent_pitcher_hand"":null},""total_adjustment"":0.08,""spread_adjustment"":-0.09}",7.3,1,-0.7,1,0.75,"{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}","{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}",0.75,0,-2.56,"{""has_h2h"":false,""bookmaker"":null,""has_totals"":false,""has_spreads"":false,""available_markets"":[]}",-0.7,0,raw_player_status,persisted_team_rating,0,,,0,0,,0,,0,0.08,-0.09,,,7.3,0.475,52.5,-0.7,7.3,7.3,-0.7,-0.7,5,3,8,-2,0,0.65392646740666,0.2304,0.7,1.3,1,0.65392646740666,,0.2304,0.48,0.48,,0.48,,baseline,0.48,,,,,,
3628,2025,8135,rules-v1,core-v3,baseline-v1,2026-04-01T20:17:08-05:00,0.6,,,1524,1500,0.4,1505,1497.7,1516.4,1499.1,team_recent_average,team_recent_average,mixed,162,"{""bullpen"":{""away_fatigue"":0.336,""home_fatigue"":0.061,""total_adjustment"":0.09,""spread_adjustment"":0.08},""handedness"":{""away_edge"":0,""home_edge"":0,""total_adjustment"":0,""spread_adjustment"":0,""away_opponent_pitcher_hand"":null,""home_opponent_pitcher_hand"":null},""total_adjustment"":0.09,""spread_adjustment"":0.08}",5.3,1,-0.6,1,0.75,"{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}","{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}",0.75,-0.1,-4.54,"{""has_h2h"":false,""bookmaker"":null,""has_totals"":false,""has_spreads"":false,""available_markets"":[]}",-1.06,0,raw_player_status,persisted_team_rating,0,,,0,0,,0,,0,0.09,0.08,,,5.3,0.479,52.1,-0.6,5.3,5.3,-0.6,-0.6,8,6,14,-2,0,0.65392646740666,0.2304,8.7,1.4,1,0.65392646740666,,0.2304,0.48,0.48,,0.48,,baseline,0.48,,,,,,
3971,2025,8136,rules-v1,core-v3,baseline-v1,2026-04-01T20:17:08-05:00,0.6,,,1469,1541,0.4,1501,1495.6,1481.8,1522.8,team_recent_average,team_recent_average,mixed,162,"{""bullpen"":{""away_fatigue"":0.253,""home_fatigue"":0.134,""total_adjustment"":0.09,""spread_adjustment"":0.04},""handedness"":{""away_edge"":0,""home_edge"":0,""total_adjustment"":0,""spread_adjustment"":0,""away_opponent_pitcher_hand"":null,""home_opponent_pitcher_hand"":null},""total_adjustment"":0.09,""spread_adjustment"":0.04}",6.3,1,1.8,1,0.75,"{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}","{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}",0.75,-0.1,-3.41,"{""has_h2h"":false,""bookmaker"":null,""has_totals"":false,""has_spreads"":false,""available_markets"":[]}",0.03,0,raw_player_status,persisted_team_rating,0,,,0,0,,0,,0,0.09,0.04,,,6.3,0.564,56.4,1.8,6.3,6.3,1.8,1.8,9,1,10,-8,0,0.82098055206983,0.3136,3.7,9.8,0,0.82098055206983,,0.3136,0.56,0.56,,0.56,,baseline,0.56,,,,,,
4717,2025,8137,rules-v1,core-v3,baseline-v1,2026-04-01T20:17:08-05:00,0.6,,,1456,1549,0.4,1484.6,1497.6,1467.4,1528.4,team_recent_average,team_recent_average,mixed,162,"{""bullpen"":{""away_fatigue"":0.253,""home_fatigue"":0.281,""total_adjustment"":0.12,""spread_adjustment"":-0.01},""handedness"":{""away_edge"":0,""home_edge"":0,""total_adjustment"":0,""spread_adjustment"":0,""away_opponent_pitcher_hand"":null,""home_opponent_pitcher_hand"":null},""total_adjustment"":0.12,""spread_adjustment"":-0.01}",4.9,1,-0.4,1,0.75,"{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}","{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}",0.75,-0.4,-4.45,"{""has_h2h"":false,""bookmaker"":null,""has_totals"":false,""has_spreads"":false,""available_markets"":[]}",-2.63,0,raw_player_status,persisted_team_rating,0,,,0,0,,0,,0,0.12,-0.01,,,4.9,0.486,51.4,-0.4,4.9,4.9,-0.4,-0.4,0,5,5,5,1,0.71334988787746,0.2601,0.1,5.4,0,0.71334988787746,,0.2601,0.51,0.49,,0.49,,baseline,0.51,,,,,,
3227,2025,8138,rules-v1,core-v3,baseline-v1,2026-04-01T20:17:08-05:00,0.6,,,1533,1505,0.4,1514.6,1508.2,1525.6,1506.3,team_recent_average,team_recent_average,mixed,162,"{""bullpen"":{""away_fatigue"":0.038,""home_fatigue"":0.37,""total_adjustment"":0.09,""spread_adjustment"":-0.1},""handedness"":{""away_edge"":0,""home_edge"":0,""total_adjustment"":0,""spread_adjustment"":0,""away_opponent_pitcher_hand"":null,""home_opponent_pitcher_hand"":null},""total_adjustment"":0.09,""spread_adjustment"":-0.1}",6.5,1,2.1,1,0.75,"{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}","{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}",0.75,0,-3.54,"{""has_h2h"":false,""bookmaker"":null,""has_totals"":false,""has_spreads"":false,""available_markets"":[]}",1.85,0,raw_player_status,persisted_team_rating,0,,,0,0,,0,,0,0.09,-0.1,,,6.5,0.574,57.4,2.1,6.5,6.5,2.1,2.1,3,1,4,-2,0,0.84397007029453,0.3249,2.5,4.1,0,0.84397007029453,,0.3249,0.57,0.57,,0.57,,baseline,0.57,,,,,,
2630,2025,8139,rules-v1,core-v3,baseline-v1,2026-04-01T20:17:08-05:00,0.6,,,1534,1463,0.4,1510.1,1508.3,1524.4,1481.1,team_recent_average,team_recent_average,mixed,162,"{""bullpen"":{""away_fatigue"":0.023,""home_fatigue"":0.37,""total_adjustment"":0.09,""spread_adjustment"":-0.1},""handedness"":{""away_edge"":0,""home_edge"":0,""total_adjustment"":0,""spread_adjustment"":0,""away_opponent_pitcher_hand"":null,""home_opponent_pitcher_hand"":null},""total_adjustment"":0.09,""spread_adjustment"":-0.1}",7.3,1,-0.6,1,0.75,"{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}","{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}",0.75,0,-2.56,"{""has_h2h"":false,""bookmaker"":null,""has_totals"":false,""has_spreads"":false,""available_markets"":[]}",-0.32,0,raw_player_status,persisted_team_rating,0,,,0,0,,0,,0,0.09,-0.1,,,7.3,0.479,52.1,-0.6,7.3,7.3,-0.6,-0.6,6,5,11,-1,0,0.65392646740666,0.2304,3.7,0.4,1,0.65392646740666,,0.2304,0.48,0.48,,0.48,,baseline,0.48,,,,,,
2467,2025,8140,rules-v1,core-v3,baseline-v1,2026-04-01T20:17:08-05:00,0.6,,,1512,1481,0.4,1510.1,1505,1511.2,1490.6,team_recent_average,team_recent_average,mixed,162,"{""bullpen"":{""away_fatigue"":0.074,""home_fatigue"":0.31,""total_adjustment"":0.08,""spread_adjustment"":-0.07},""handedness"":{""away_edge"":0,""home_edge"":0,""total_adjustment"":0,""spread_adjustment"":0,""away_opponent_pitcher_hand"":null,""home_opponent_pitcher_hand"":null},""total_adjustment"":0.08,""spread_adjustment"":-0.07}",5.1,1,-0.9,1,0.75,"{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}","{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}",0.75,0,-4.67,"{""has_h2h"":false,""bookmaker"":null,""has_totals"":false,""has_spreads"":false,""available_markets"":[]}",-1.09,0,raw_player_status,persisted_team_rating,0,,,0,0,,0,,0,0.08,-0.07,,,5.1,0.468,53.2,-0.9,5.1,5.1,-0.9,-0.9,7,1,8,-6,0,0.63487827243597,0.2209,2.9,5.1,1,0.63487827243597,,0.2209,0.47,0.47,,0.47,,baseline,0.47,,,,,,
4228,2025,8141,rules-v1,core-v3,baseline-v1,2026-04-01T20:17:08-05:00,0.6,,,1523,1475,0.4,1508,1490.6,1517,1481.2,team_recent_average,team_recent_average,mixed,162,"{""bullpen"":{""away_fatigue"":0.259,""home_fatigue"":0.203,""total_adjustment"":0.1,""spread_adjustment"":0.02},""handedness"":{""away_edge"":0,""home_edge"":0,""total_adjustment"":0,""spread_adjustment"":0,""away_opponent_pitcher_hand"":null,""home_opponent_pitcher_hand"":null},""total_adjustment"":0.1,""spread_adjustment"":0.02}",6.1,1,-0.8,1,0.75,"{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}","{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}",0.75,0,-3.64,"{""has_h2h"":false,""bookmaker"":null,""has_totals"":false,""has_spreads"":false,""available_markets"":[]}",-0.75,0,raw_player_status,persisted_team_rating,0,,,0,0,,0,,0,0.1,0.02,,,6.1,0.471,52.9,-0.8,6.1,6.1,-0.8,-0.8,10,1,11,-9,0,0.63487827243597,0.2209,4.9,8.2,1,0.63487827243597,,0.2209,0.47,0.47,,0.47,,baseline,0.47,,,,,,
3100,2025,8142,rules-v1,core-v3,baseline-v1,2026-04-01T20:17:08-05:00,0.6,,,1473,1465,0.4,1501.1,1501.1,1484.2,1479.4,team_recent_average,team_recent_average,mixed,162,"{""bullpen"":{""away_fatigue"":0.071,""home_fatigue"":0.353,""total_adjustment"":0.09,""spread_adjustment"":-0.08},""handedness"":{""away_edge"":0,""home_edge"":0,""total_adjustment"":0,""spread_adjustment"":0,""away_opponent_pitcher_hand"":null,""home_opponent_pitcher_hand"":null},""total_adjustment"":0.09,""spread_adjustment"":-0.08}",6.7,1,1.7,1,0.75,"{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}","{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}",0.75,-0.1,-2.75,"{""has_h2h"":false,""bookmaker"":null,""has_totals"":false,""has_spreads"":false,""available_markets"":[]}",1.07,0,raw_player_status,persisted_team_rating,0,,,0,0,,0,,0,0.09,-0.08,,,6.7,0.56,56,1.7,6.7,6.7,1.7,1.7,4,6,10,2,1,0.57981849525294,0.1936,3.3,0.3,1,0.57981849525294,,0.1936,0.44,0.56,,0.56,,baseline,0.44,,,,,,
4609,2025,8143,rules-v1,core-v3,baseline-v1,2026-04-01T20:17:08-05:00,0.6,,,1520,1524,0.4,1513.3,1509.3,1517.3,1518.1,team_recent_average,team_recent_average,mixed,162,"{""bullpen"":{""away_fatigue"":0.092,""home_fatigue"":0.259,""total_adjustment"":0.08,""spread_adjustment"":-0.05},""handedness"":{""away_edge"":0,""home_edge"":0,""total_adjustment"":0,""spread_adjustment"":0,""away_opponent_pitcher_hand"":null,""home_opponent_pitcher_hand"":null},""total_adjustment"":0.08,""spread_adjustment"":-0.05}",6.8,1,1.8,1,0.75,"{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}","{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}",0.75,-0.3,-2.95,"{""has_h2h"":false,""bookmaker"":null,""has_totals"":false,""has_spreads"":false,""available_markets"":[]}",1.06,0,raw_player_status,persisted_team_rating,0,,,0,0,,0,,0,0.08,-0.05,,,6.8,0.564,56.4,1.8,6.8,6.8,1.8,1.8,3,4,7,1,1,0.57981849525294,0.1936,0.2,0.8,1,0.57981849525294,,0.1936,0.44,0.56,,0.56,,baseline,0.44,,,,,,
4661,2025,8144,rules-v1,core-v3,baseline-v1,2026-04-01T20:17:08-05:00,0.6,,,1506,1422,0.4,1503.7,1501.8,1505.1,1453.9,team_recent_average,team_recent_average,mixed,162,"{""bullpen"":{""away_fatigue"":0.177,""home_fatigue"":0.06,""total_adjustment"":0.05,""spread_adjustment"":0.04},""handedness"":{""away_edge"":0,""home_edge"":0,""total_adjustment"":0,""spread_adjustment"":0,""away_opponent_pitcher_hand"":null,""home_opponent_pitcher_hand"":null},""total_adjustment"":0.05,""spread_adjustment"":0.04}",6.4,1,-2,1,0.75,"{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}","{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}",0.75,-0.2,-2.98,"{""has_h2h"":false,""bookmaker"":null,""has_totals"":false,""has_spreads"":false,""available_markets"":[]}",-1.65,0,raw_player_status,persisted_team_rating,0,,,0,0,,0,,0,0.05,0.04,,,6.4,0.429,57.1,-2,6.4,6.4,-2,-2,7,0,7,-7,0,0.56211891815354,0.1849,0.6,5,1,0.56211891815354,,0.1849,0.43,0.43,,0.43,,baseline,0.43,,,,,,
2785,2025,8145,rules-v1,core-v3,baseline-v1,2026-04-01T20:17:09-05:00,0.6,,,1516,1533,0.4,1505.8,1501.7,1511.9,1520.5,team_recent_average,team_recent_average,mixed,162,"{""bullpen"":{""away_fatigue"":0.194,""home_fatigue"":0.3,""total_adjustment"":0.11,""spread_adjustment"":-0.03},""handedness"":{""away_edge"":0,""home_edge"":0,""total_adjustment"":0,""spread_adjustment"":0,""away_opponent_pitcher_hand"":null,""home_opponent_pitcher_hand"":null},""total_adjustment"":0.11,""spread_adjustment"":-0.03}",5,1,-2.9,1,0.75,"{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}","{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}",0.75,0,-4.97,"{""has_h2h"":false,""bookmaker"":null,""has_totals"":false,""has_spreads"":false,""available_markets"":[]}",-3.93,0,raw_player_status,persisted_team_rating,0,,,0,0,,0,,0,0.11,-0.03,,,5,0.398,60.2,-2.9,5,5,-2.9,-2.9,4,3,7,-1,0,0.51082562376599,0.16,2,1.9,1,0.51082562376599,,0.16,0.4,0.4,,0.4,,baseline,0.4,,,,,,
2941,2025,8146,rules-v1,core-v3,baseline-v1,2026-04-01T20:17:09-05:00,0.6,,,1451,1529,0.4,1487.7,1500.4,1465.7,1517.6,team_recent_average,team_recent_average,mixed,162,"{""bullpen"":{""away_fatigue"":0.314,""home_fatigue"":0.123,""total_adjustment"":0.1,""spread_adjustment"":0.06},""handedness"":{""away_edge"":0,""home_edge"":0,""total_adjustment"":0,""spread_adjustment"":0,""away_opponent_pitcher_hand"":null,""home_opponent_pitcher_hand"":null},""total_adjustment"":0.1,""spread_adjustment"":0.06}",5.9,1,0.8,1,0.75,"{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}","{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}",0.75,-0.2,-3.56,"{""has_h2h"":false,""bookmaker"":null,""has_totals"":false,""has_spreads"":false,""available_markets"":[]}",-1.32,0,raw_player_status,persisted_team_rating,0,,,0,0,,0,,0,0.1,0.06,,,5.9,0.529,52.9,0.8,5.9,5.9,0.8,0.8,2,5,7,3,1,0.63487827243597,0.2209,1.1,2.2,1,0.63487827243597,,0.2209,0.47,0.53,,0.53,,baseline,0.47,,,,,,
3365,2025,8147,rules-v1,core-v3,baseline-v1,2026-04-01T20:17:09-05:00,0.6,,,1424,1544,0.4,1479.7,1504.1,1446.3,1528,team_recent_average,team_recent_average,mixed,162,"{""bullpen"":{""away_fatigue"":0.193,""home_fatigue"":0.012,""total_adjustment"":0.05,""spread_adjustment"":0.05},""handedness"":{""away_edge"":0,""home_edge"":0,""total_adjustment"":0,""spread_adjustment"":0,""away_opponent_pitcher_hand"":null,""home_opponent_pitcher_hand"":null},""total_adjustment"":0.05,""spread_adjustment"":0.05}",6.1,1,4.3,1,0.75,"{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}","{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}",0.75,-0.2,-3.37,"{""has_h2h"":false,""bookmaker"":null,""has_totals"":false,""has_spreads"":false,""available_markets"":[]}",1.58,0,raw_player_status,persisted_team_rating,0,,,0,0,,0,,0,0.05,0.05,,,6.1,0.649,64.9,4.3,6.1,6.1,4.3,4.3,1,2,3,1,1,0.43078291609245,0.1225,3.1,3.3,1,0.43078291609245,,0.1225,0.35,0.65,,0.65,,baseline,0.35,,,,,,
3746,2025,8148,rules-v1,core-v3,baseline-v1,2026-04-01T20:17:09-05:00,0.6,,,1521,1398,0.4,1508.5,1477.4,1516,1429.8,team_recent_average,team_recent_average,mixed,162,"{""bullpen"":{""away_fatigue"":0.049,""home_fatigue"":0.033,""total_adjustment"":0.02,""spread_adjustment"":0},""handedness"":{""away_edge"":0,""home_edge"":0,""total_adjustment"":0,""spread_adjustment"":0,""away_opponent_pitcher_hand"":null,""home_opponent_pitcher_hand"":null},""total_adjustment"":0.02,""spread_adjustment"":0}",4.2,1,-2.1,1,0.75,"{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}","{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}",0.75,-0.3,-4.87,"{""has_h2h"":false,""bookmaker"":null,""has_totals"":false,""has_spreads"":false,""available_markets"":[]}",-0.95,0,raw_player_status,persisted_team_rating,0,,,0,0,,0,,0,0.02,0,,,4.2,0.426,57.4,-2.1,4.2,4.2,-2.1,-2.1,8,6,14,-2,0,0.56211891815354,0.1849,9.8,0.1,1,0.56211891815354,,0.1849,0.43,0.43,,0.43,,baseline,0.43,,,,,,
4148,2025,8149,rules-v1,core-v3,baseline-v1,2026-04-01T20:17:09-05:00,0.6,,,1461,1483,0.4,1499.7,1490.4,1476.5,1486,team_recent_average,team_recent_average,mixed,162,"{""bullpen"":{""away_fatigue"":0.038,""home_fatigue"":0.208,""total_adjustment"":0.05,""spread_adjustment"":-0.05},""handedness"":{""away_edge"":0,""home_edge"":0,""total_adjustment"":0,""spread_adjustment"":0,""away_opponent_pitcher_hand"":null,""home_opponent_pitcher_hand"":null},""total_adjustment"":0.05,""spread_adjustment"":-0.05}",6.2,1,-2.1,1,0.75,"{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}","{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}",0.75,-0.2,-3.14,"{""has_h2h"":false,""bookmaker"":null,""has_totals"":false,""has_spreads"":false,""available_markets"":[]}",-3.05,0,raw_player_status,persisted_team_rating,0,,,0,0,,0,,0,0.05,-0.05,,,6.2,0.426,57.4,-2.1,6.2,6.2,-2.1,-2.1,4,5,9,1,1,0.84397007029453,0.3249,2.8,3.1,0,0.84397007029453,,0.3249,0.57,0.43,,0.43,,baseline,0.57,,,,,,
2942,2025,8150,rules-v1,core-v3,baseline-v1,2026-04-01T20:17:09-05:00,0.6,,,1444,1537,0.4,1483.2,1500.4,1459.7,1522.4,team_recent_average,team_recent_average,mixed,162,"{""bullpen"":{""away_fatigue"":0.269,""home_fatigue"":0.123,""total_adjustment"":0.09,""spread_adjustment"":0.04},""handedness"":{""away_edge"":0,""home_edge"":0,""total_adjustment"":0,""spread_adjustment"":0,""away_opponent_pitcher_hand"":null,""home_opponent_pitcher_hand"":null},""total_adjustment"":0.09,""spread_adjustment"":0.04}",5.9,1,0.6,1,0.75,"{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}","{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}",0.75,-0.2,-3.57,"{""has_h2h"":false,""bookmaker"":null,""has_totals"":false,""has_spreads"":false,""available_markets"":[]}",-1.62,0,raw_player_status,persisted_team_rating,0,,,0,0,,0,,0,0.09,0.04,,,5.9,0.521,52.1,0.6,5.9,5.9,0.6,0.6,2,5,7,3,1,0.65392646740666,0.2304,1.1,2.4,1,0.65392646740666,,0.2304,0.48,0.52,,0.52,,baseline,0.48,,,,,,
3101,2025,8151,rules-v1,core-v3,baseline-v1,2026-04-01T20:17:09-05:00,0.6,,,1464,1474,0.4,1499.5,1501.2,1478.2,1484.9,team_recent_average,team_recent_average,mixed,162,"{""bullpen"":{""away_fatigue"":0.071,""home_fatigue"":0.317,""total_adjustment"":0.09,""spread_adjustment"":-0.07},""handedness"":{""away_edge"":0,""home_edge"":0,""total_adjustment"":0,""spread_adjustment"":0,""away_opponent_pitcher_hand"":null,""home_opponent_pitcher_hand"":null},""total_adjustment"":0.09,""spread_adjustment"":-0.07}",6.8,1,1.6,1,0.75,"{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}","{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}",0.75,-0.1,-2.66,"{""has_h2h"":false,""bookmaker"":null,""has_totals"":false,""has_spreads"":false,""available_markets"":[]}",0.71,0,raw_player_status,persisted_team_rating,0,,,0,0,,0,,0,0.09,-0.07,,,6.8,0.557,55.7,1.6,6.8,6.8,1.6,1.6,0,5,5,5,1,0.57981849525294,0.1936,1.8,3.4,1,0.57981849525294,,0.1936,0.44,0.56,,0.56,,baseline,0.44,,,,,,
