game_id,season,prediction_id,model_version,feature_version,blend_version,generated_at,feature_team_weight,feature_market_total,feature_vegas_spread,feature_away_team_elo,feature_home_team_elo,feature_pitcher_weight,feature_away_pitcher_elo,feature_home_pitcher_elo,feature_away_combined_elo,feature_home_combined_elo,feature_away_pitcher_source,feature_home_pitcher_source,feature_injury_model_source,feature_season_sample_games,feature_situational_context,feature_baseline_model_total,feature_context_weight_scale,feature_baseline_model_spread,feature_season_progress_scale,feature_away_pitcher_confidence,feature_historical_context_away,feature_historical_context_home,feature_home_pitcher_confidence,feature_injury_total_adjustment,feature_context_total_adjustment,feature_odds_market_availability,feature_context_spread_adjustment,feature_historical_context_weight,feature_injury_total_model_source,feature_injury_spread_model_source,feature_historical_context_available,feature_away_probable_pitcher_espn_id,feature_home_probable_pitcher_espn_id,feature_probable_pitcher_total_adjustment,feature_probable_pitcher_spread_adjustment,feature_away_probable_pitcher_injury_status,feature_historical_context_total_adjustment,feature_home_probable_pitcher_injury_status,feature_historical_context_spread_adjustment,feature_situational_context_total_adjustment,feature_situational_context_spread_adjustment,output_market_total,output_market_spread,output_predicted_total,output_win_probability,output_confidence_score,output_predicted_spread,output_blended_predicted_total,output_baseline_predicted_total,output_blended_predicted_spread,output_baseline_predicted_spread,actual_away_score,actual_home_score,actual_actual_total,actual_actual_spread,actual_actual_home_win,error_log_loss,error_brier_score,error_total_error,error_spread_error,error_winner_correct,error_baseline_log_loss,error_calibrated_log_loss,error_baseline_brier_score,error_win_probability_error,error_active_win_probability,error_calibrated_brier_score,error_baseline_win_probability,error_calibrated_win_probability,error_active_win_probability_source,error_baseline_win_probability_error,error_calibrated_win_probability_error,error_calibration_beats_baseline_brier,error_calibration_beats_baseline_log_loss,market_market_spread,market_market_spread_error,market_model_beats_market_spread
5941,2022,10343,rules-v1,core-v3,baseline-v1,2026-04-01T22:41:07-05:00,0.6,8,-1.5,1476,1610,0.4,1492,1516.7,1482.4,1572.7,probable_starter,team_recent_average_missing_probable_rating,persisted_team_rating,162,"{""bullpen"":{""away_fatigue"":0.224,""home_fatigue"":0.159,""total_adjustment"":0.08,""spread_adjustment"":0.02},""handedness"":{""away_edge"":0,""home_edge"":0,""total_adjustment"":0,""spread_adjustment"":0,""away_opponent_pitcher_hand"":null,""home_opponent_pitcher_hand"":null},""total_adjustment"":0.08,""spread_adjustment"":0.02}",6.9,1,2.7,1,1,"{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}","{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}",0.75,-0.35,-2.95,"{""has_h2h"":true,""bookmaker"":""draftkings"",""has_totals"":true,""has_spreads"":true,""available_markets"":[""spreads"",""totals"",""h2h""]}",-0.18,0,persisted_team_rating,persisted_team_rating,0,4917779,28963,0,0,60-Day-IL,0,,0,0.08,0.02,8,-1.5,6.9,0.595,59.5,2.7,6.9,6.9,2.7,2.7,5,1,6,-4,0,0.91629073187415,0.36,0.9,6.7,0,0.91629073187415,,0.36,0.6,0.6,,0.6,,baseline,0.6,,,,-1.5,2.5,0
5942,2022,10344,rules-v1,core-v3,baseline-v1,2026-04-01T22:41:07-05:00,0.6,8.5,1.5,1505,1505,0.4,1506.2,1492.9,1505.5,1500.2,team_recent_average_missing_probable_rating,team_recent_average_missing_probable_rating,persisted_team_rating,162,"{""bullpen"":{""away_fatigue"":0.193,""home_fatigue"":0.237,""total_adjustment"":0.09,""spread_adjustment"":-0.01},""handedness"":{""away_edge"":0,""home_edge"":0,""total_adjustment"":0,""spread_adjustment"":0,""away_opponent_pitcher_hand"":null,""home_opponent_pitcher_hand"":null},""total_adjustment"":0.09,""spread_adjustment"":-0.01}",7,1,0,1,0.75,"{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}","{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}",0.75,-0.1,-2.71,"{""has_h2h"":true,""bookmaker"":""draftkings"",""has_totals"":true,""has_spreads"":true,""available_markets"":[""spreads"",""totals"",""h2h""]}",-0.68,0,persisted_team_rating,persisted_team_rating,0,36071,31061,0,0,,0,,0,0.09,-0.01,8.5,1.5,7,0.5,50,0,7,7,0,0,5,9,14,4,1,0.69314718055995,0.25,7,4,0,0.69314718055995,,0.25,0.5,0.5,,0.5,,baseline,0.5,,,,1.5,2.5,0
5943,2022,10345,rules-v1,core-v3,baseline-v1,2026-04-01T22:41:07-05:00,0.6,,,1476,1484,0.4,1496.8,1505.7,1484.3,1492.7,team_recent_average_missing_probable_rating,team_recent_average_missing_probable_rating,persisted_team_rating,162,"{""bullpen"":{""away_fatigue"":0.199,""home_fatigue"":0.308,""total_adjustment"":0.11,""spread_adjustment"":-0.03},""handedness"":{""away_edge"":0,""home_edge"":0,""total_adjustment"":0,""spread_adjustment"":0,""away_opponent_pitcher_hand"":null,""home_opponent_pitcher_hand"":null},""total_adjustment"":0.11,""spread_adjustment"":-0.03}",6.5,1,0.5,1,0.75,"{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}","{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}",0.75,-0.1,-3.05,"{""has_h2h"":false,""bookmaker"":null,""has_totals"":false,""has_spreads"":false,""available_markets"":[]}",-0.48,0,persisted_team_rating,persisted_team_rating,0,4298418,42615,0,0,,0,,0,0.11,-0.03,,,6.5,0.518,51.8,0.5,6.5,6.5,0.5,0.5,9,3,12,-6,0,0.7339691750802,0.2704,5.5,6.5,0,0.7339691750802,,0.2704,0.52,0.52,,0.52,,baseline,0.52,,,,,,
5944,2022,10346,rules-v1,core-v3,baseline-v1,2026-04-01T22:41:07-05:00,0.6,7.5,1.5,1551,1446,0.4,1523,1435,1539.8,1441.6,probable_starter,probable_starter,persisted_team_rating,162,"{""bullpen"":{""away_fatigue"":0.255,""home_fatigue"":0.309,""total_adjustment"":0.12,""spread_adjustment"":-0.02},""handedness"":{""away_edge"":0,""home_edge"":0,""total_adjustment"":0,""spread_adjustment"":0,""away_opponent_pitcher_hand"":null,""home_opponent_pitcher_hand"":null},""total_adjustment"":0.12,""spread_adjustment"":-0.02}",6.2,1,-0.9,1,1,"{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}","{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}",1,-0.35,-3.17,"{""has_h2h"":true,""bookmaker"":""draftkings"",""has_totals"":true,""has_spreads"":true,""available_markets"":[""spreads"",""totals"",""h2h""]}",0.5,0,persisted_team_rating,persisted_team_rating,0,34848,33722,0,0,15-Day-IL,0,,0,0.12,-0.02,7.5,1.5,6.2,0.468,53.2,-0.9,6.2,6.2,-0.9,-0.9,5,2,7,-3,0,0.63487827243597,0.2209,0.8,2.1,1,0.63487827243597,,0.2209,0.47,0.47,,0.47,,baseline,0.47,,,,1.5,4.5,1
5945,2022,10347,rules-v1,core-v3,baseline-v1,2026-04-01T22:41:07-05:00,0.6,7.5,-1.5,1573,1606,0.4,1515.5,1526,1550,1574,team_recent_average_missing_probable_rating,probable_starter,persisted_team_rating,162,"{""bullpen"":{""away_fatigue"":0.226,""home_fatigue"":0.251,""total_adjustment"":0.1,""spread_adjustment"":-0.01},""handedness"":{""away_edge"":0,""home_edge"":0,""total_adjustment"":0,""spread_adjustment"":0,""away_opponent_pitcher_hand"":null,""home_opponent_pitcher_hand"":null},""total_adjustment"":0.1,""spread_adjustment"":-0.01}",7.6,1,1.9,1,0.75,"{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}","{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}",1,-0.3,-2.63,"{""has_h2h"":true,""bookmaker"":""draftkings"",""has_totals"":true,""has_spreads"":true,""available_markets"":[""spreads"",""totals"",""h2h""]}",0.59,0,persisted_team_rating,persisted_team_rating,0,36581,32667,0,0,,0,,0,0.1,-0.01,7.5,-1.5,7.6,0.567,56.7,1.9,7.6,7.6,1.9,1.9,2,3,5,1,1,0.56211891815354,0.1849,2.6,0.9,1,0.56211891815354,,0.1849,0.43,0.57,,0.57,,baseline,0.43,,,,-1.5,2.5,1
5946,2022,10348,rules-v1,core-v3,baseline-v1,2026-04-01T22:41:07-05:00,0.6,7,1.5,1517,1511,0.4,1551,1504,1530.6,1508.2,probable_starter,probable_starter,persisted_team_rating,162,"{""bullpen"":{""away_fatigue"":0.191,""home_fatigue"":0.227,""total_adjustment"":0.09,""spread_adjustment"":-0.01},""handedness"":{""away_edge"":0,""home_edge"":0,""total_adjustment"":0,""spread_adjustment"":0,""away_opponent_pitcher_hand"":null,""home_opponent_pitcher_hand"":null},""total_adjustment"":0.09,""spread_adjustment"":-0.01}",7.4,1,-1.5,1,1,"{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}","{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}",1,0,-2.63,"{""has_h2h"":true,""bookmaker"":""draftkings"",""has_totals"":true,""has_spreads"":true,""available_markets"":[""spreads"",""totals"",""h2h""]}",-1.76,0,persisted_team_rating,persisted_team_rating,0,41221,35241,0,0,,0,,0,0.09,-0.01,7,1.5,7.4,0.447,55.3,-1.5,7.4,7.4,-1.5,-1.5,7,3,10,-4,0,0.59783700075562,0.2025,2.6,2.5,1,0.59783700075562,,0.2025,0.45,0.45,,0.45,,baseline,0.45,,,,1.5,5.5,1
5947,2022,10349,rules-v1,core-v3,baseline-v1,2026-04-01T22:41:07-05:00,0.6,8.5,1.5,1513,1449,0.4,1502,1496.1,1508.6,1467.8,team_recent_average_missing_probable_rating,team_recent_average_missing_probable_rating,persisted_team_rating,162,"{""bullpen"":{""away_fatigue"":0.18,""home_fatigue"":0.322,""total_adjustment"":0.11,""spread_adjustment"":-0.04},""handedness"":{""away_edge"":0,""home_edge"":0,""total_adjustment"":0,""spread_adjustment"":0,""away_opponent_pitcher_hand"":null,""home_opponent_pitcher_hand"":null},""total_adjustment"":0.11,""spread_adjustment"":-0.04}",6.1,1,0.2,1,0.75,"{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}","{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}",0.75,-0.2,-3.32,"{""has_h2h"":true,""bookmaker"":""draftkings"",""has_totals"":true,""has_spreads"":true,""available_markets"":[""spreads"",""totals"",""h2h""]}",0.35,0,persisted_team_rating,persisted_team_rating,0,33252,31815,0,0,,0,,0,0.11,-0.04,8.5,1.5,6.1,0.507,50.7,0.2,6.1,6.1,0.2,0.2,6,5,11,-1,0,0.71334988787746,0.2601,4.9,1.2,0,0.71334988787746,,0.2601,0.51,0.51,,0.51,,baseline,0.51,,,,1.5,2.5,1
5948,2022,10350,rules-v1,core-v3,baseline-v1,2026-04-01T22:41:07-05:00,0.6,7,-1.5,1467,1576,0.4,1496.7,1551.9,1478.9,1566.4,team_recent_average_missing_probable_rating,team_recent_average_missing_probable_rating,persisted_team_rating,162,"{""bullpen"":{""away_fatigue"":0.331,""home_fatigue"":0.244,""total_adjustment"":0.13,""spread_adjustment"":0.03},""handedness"":{""away_edge"":0,""home_edge"":0,""total_adjustment"":0,""spread_adjustment"":0,""away_opponent_pitcher_hand"":null,""home_opponent_pitcher_hand"":null},""total_adjustment"":0.13,""spread_adjustment"":0.03}",7.9,1,1.4,1,0.75,"{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}","{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}",0.75,0,-2.22,"{""has_h2h"":true,""bookmaker"":""draftkings"",""has_totals"":true,""has_spreads"":true,""available_markets"":[""spreads"",""totals"",""h2h""]}",-1.37,0,persisted_team_rating,persisted_team_rating,0,32815,39878,0,0,,0,,0,0.13,0.03,7,-1.5,7.9,0.55,55,1.4,7.9,7.9,1.4,1.4,2,0,2,-2,0,0.79850769621777,0.3025,5.9,3.4,0,0.79850769621777,,0.3025,0.55,0.55,,0.55,,baseline,0.55,,,,-1.5,0.5,0
5862,2022,10264,rules-v1,core-v3,baseline-v1,2026-04-01T22:41:07-05:00,0.6,7,-1.5,1516,1576,0.4,1510.9,1544.3,1514,1563.3,team_recent_average_missing_probable_rating,team_recent_average_missing_probable_rating,persisted_team_rating,162,"{""bullpen"":{""away_fatigue"":0.167,""home_fatigue"":0.201,""total_adjustment"":0.08,""spread_adjustment"":-0.01},""handedness"":{""away_edge"":0,""home_edge"":0,""total_adjustment"":0,""spread_adjustment"":0,""away_opponent_pitcher_hand"":null,""home_opponent_pitcher_hand"":null},""total_adjustment"":0.08,""spread_adjustment"":-0.01}",7.3,1,2.8,1,0.75,"{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}","{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}",0.75,0,-2.98,"{""has_h2h"":true,""bookmaker"":""draftkings"",""has_totals"":true,""has_spreads"":true,""available_markets"":[""spreads"",""totals"",""h2h""]}",0.88,0,persisted_team_rating,persisted_team_rating,0,42262,39878,0,0,,0,,0,0.08,-0.01,7,-1.5,7.3,0.599,59.9,2.8,7.3,7.3,2.8,2.8,4,2,6,-2,0,0.91629073187415,0.36,1.3,4.8,0,0.91629073187415,,0.36,0.6,0.6,,0.6,,baseline,0.6,,,,-1.5,0.5,0
5863,2022,10265,rules-v1,core-v3,baseline-v1,2026-04-01T22:41:07-05:00,0.6,8.5,-1.5,1387,1533,0.4,1441,1508.5,1408.6,1523.2,probable_starter,team_recent_average_missing_probable_rating,persisted_team_rating,162,"{""bullpen"":{""away_fatigue"":0.236,""home_fatigue"":0.231,""total_adjustment"":0.1,""spread_adjustment"":0},""handedness"":{""away_edge"":0,""home_edge"":0,""total_adjustment"":0,""spread_adjustment"":0,""away_opponent_pitcher_hand"":null,""home_opponent_pitcher_hand"":null},""total_adjustment"":0.1,""spread_adjustment"":0}",6.2,1,4.7,1,1,"{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}","{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}",0.75,-0.1,-3.08,"{""has_h2h"":true,""bookmaker"":""draftkings"",""has_totals"":true,""has_spreads"":true,""available_markets"":[""spreads"",""totals"",""h2h""]}",1.35,0,persisted_team_rating,persisted_team_rating,0,33839,31053,0,0,,0,,0,0.1,0,8.5,-1.5,6.2,0.662,66.2,4.7,6.2,6.2,4.7,4.7,2,8,10,6,1,0.41551544396167,0.1156,3.8,1.3,1,0.41551544396167,,0.1156,0.34,0.66,,0.66,,baseline,0.34,,,,-1.5,7.5,1
5864,2022,10266,rules-v1,core-v3,baseline-v1,2026-04-01T22:41:07-05:00,0.6,8,-1.5,1506,1622,0.4,1506.4,1562,1506.2,1598,team_recent_average_missing_probable_rating,probable_starter,persisted_team_rating,162,"{""bullpen"":{""away_fatigue"":0.208,""home_fatigue"":0.303,""total_adjustment"":0.11,""spread_adjustment"":-0.03},""handedness"":{""away_edge"":0,""home_edge"":0,""total_adjustment"":0,""spread_adjustment"":0,""away_opponent_pitcher_hand"":null,""home_opponent_pitcher_hand"":null},""total_adjustment"":0.11,""spread_adjustment"":-0.03}",7.9,1,2.5,1,0.75,"{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}","{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}",1,-0.15,-2.49,"{""has_h2h"":true,""bookmaker"":""draftkings"",""has_totals"":true,""has_spreads"":true,""available_markets"":[""spreads"",""totals"",""h2h""]}",-0.43,0,persisted_team_rating,persisted_team_rating,0,31174,32811,0,0,,0,15-Day-IL,0,0.11,-0.03,8,-1.5,7.9,0.588,58.8,2.5,7.9,7.9,2.5,2.5,2,6,8,4,1,0.52763274208237,0.1681,0.1,1.5,1,0.52763274208237,,0.1681,0.41,0.59,,0.59,,baseline,0.41,,,,-1.5,5.5,1
5865,2022,10267,rules-v1,core-v3,baseline-v1,2026-04-01T22:41:07-05:00,0.6,7,1.5,1515,1504,0.4,1504,1500.8,1510.6,1502.7,team_recent_average_missing_probable_rating,team_recent_average_missing_probable_rating,persisted_team_rating,162,"{""bullpen"":{""away_fatigue"":0.255,""home_fatigue"":0.177,""total_adjustment"":0.09,""spread_adjustment"":0.02},""handedness"":{""away_edge"":0,""home_edge"":0,""total_adjustment"":0,""spread_adjustment"":0,""away_opponent_pitcher_hand"":null,""home_opponent_pitcher_hand"":null},""total_adjustment"":0.09,""spread_adjustment"":0.02}",6.4,1,0,1,0.75,"{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}","{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}",0.75,-0.2,-3.31,"{""has_h2h"":true,""bookmaker"":""draftkings"",""has_totals"":true,""has_spreads"":true,""available_markets"":[""spreads"",""totals"",""h2h""]}",-0.58,0,persisted_team_rating,persisted_team_rating,0,28976,32116,0,0,,0,,0,0.09,0.02,7,1.5,6.4,0.5,50,0,6.4,6.4,0,0,5,2,7,-3,0,0.69314718055995,0.25,0.6,3,0,0.69314718055995,,0.25,0.5,0.5,,0.5,,baseline,0.5,,,,1.5,4.5,1
5866,2022,10268,rules-v1,core-v3,baseline-v1,2026-04-01T22:41:07-05:00,0.6,8.5,1.5,1525,1545,0.4,1518.6,1513.4,1522.4,1532.4,team_recent_average_missing_probable_rating,team_recent_average_missing_probable_rating,persisted_team_rating,162,"{""bullpen"":{""away_fatigue"":0.187,""home_fatigue"":0.197,""total_adjustment"":0.08,""spread_adjustment"":0},""handedness"":{""away_edge"":0,""home_edge"":0,""total_adjustment"":0,""spread_adjustment"":0,""away_opponent_pitcher_hand"":null,""home_opponent_pitcher_hand"":null},""total_adjustment"":0.08,""spread_adjustment"":0}",7.4,1,0.2,1,0.75,"{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}","{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}",0.75,-0.25,-2.52,"{""has_h2h"":true,""bookmaker"":""draftkings"",""has_totals"":true,""has_spreads"":true,""available_markets"":[""spreads"",""totals"",""h2h""]}",-0.84,0,persisted_team_rating,persisted_team_rating,0,36581,36080,0,0,,0,,0,0.08,0,8.5,1.5,7.4,0.507,50.7,0.2,7.4,7.4,0.2,0.2,2,6,8,4,1,0.67334455326377,0.2401,0.6,3.8,1,0.67334455326377,,0.2401,0.49,0.51,,0.51,,baseline,0.49,,,,1.5,2.5,0
5867,2022,10269,rules-v1,core-v3,baseline-v1,2026-04-01T22:41:07-05:00,0.6,8,1.5,1542,1458,0.4,1504.1,1501.7,1526.9,1475.5,team_recent_average_missing_probable_rating,team_recent_average_missing_probable_rating,persisted_team_rating,162,"{""bullpen"":{""away_fatigue"":0.204,""home_fatigue"":0.267,""total_adjustment"":0.1,""spread_adjustment"":-0.02},""handedness"":{""away_edge"":0,""home_edge"":0,""total_adjustment"":0,""spread_adjustment"":0,""away_opponent_pitcher_hand"":null,""home_opponent_pitcher_hand"":null},""total_adjustment"":0.1,""spread_adjustment"":-0.02}",7.1,1,0,1,0.75,"{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}","{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}",0.75,-0.2,-2.56,"{""has_h2h"":true,""bookmaker"":""draftkings"",""has_totals"":true,""has_spreads"":true,""available_markets"":[""spreads"",""totals"",""h2h""]}",0.42,0,persisted_team_rating,persisted_team_rating,0,40912,33252,0,0,,0,,0,0.1,-0.02,8,1.5,7.1,0.5,50,0,7.1,7.1,0,0,0,3,3,3,1,0.69314718055995,0.25,4.1,3,0,0.69314718055995,,0.25,0.5,0.5,,0.5,,baseline,0.5,,,,1.5,1.5,0
5868,2022,10270,rules-v1,core-v3,baseline-v1,2026-04-01T22:41:07-05:00,0.6,8.5,1.5,1582,1456,0.4,1513.8,1514,1554.7,1479.2,team_recent_average_missing_probable_rating,probable_starter,persisted_team_rating,162,"{""bullpen"":{""away_fatigue"":0.231,""home_fatigue"":0.259,""total_adjustment"":0.11,""spread_adjustment"":-0.01},""handedness"":{""away_edge"":0,""home_edge"":0,""total_adjustment"":0,""spread_adjustment"":0,""away_opponent_pitcher_hand"":null,""home_opponent_pitcher_hand"":null},""total_adjustment"":0.11,""spread_adjustment"":-0.01}",7.6,1,-0.3,1,0.75,"{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}","{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}",1,0,-2.43,"{""has_h2h"":true,""bookmaker"":""draftkings"",""has_totals"":true,""has_spreads"":true,""available_markets"":[""spreads"",""h2h"",""totals""]}",0.64,0,persisted_team_rating,persisted_team_rating,0,39251,32968,0,0,,0,15-Day-IL,0,0.11,-0.01,8.5,1.5,7.6,0.489,51.1,-0.3,7.6,7.6,-0.3,-0.3,4,0,4,-4,0,0.67334455326377,0.2401,3.6,3.7,1,0.67334455326377,,0.2401,0.49,0.49,,0.49,,baseline,0.49,,,,1.5,5.5,1
5869,2022,10271,rules-v1,core-v3,baseline-v1,2026-04-01T22:41:07-05:00,0.6,7,1.5,1559,1452,0.4,1559,1440,1559,1447.2,probable_starter,probable_starter,persisted_team_rating,162,"{""bullpen"":{""away_fatigue"":0.217,""home_fatigue"":0.184,""total_adjustment"":0.09,""spread_adjustment"":0.01},""handedness"":{""away_edge"":0,""home_edge"":0,""total_adjustment"":0,""spread_adjustment"":0,""away_opponent_pitcher_hand"":null,""home_opponent_pitcher_hand"":null},""total_adjustment"":0.09,""spread_adjustment"":0.01}",6.9,1,-2.6,1,1,"{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}","{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}",1,-0.2,-2.72,"{""has_h2h"":true,""bookmaker"":""draftkings"",""has_totals"":true,""has_spreads"":true,""available_markets"":[""spreads"",""totals"",""h2h""]}",-0.83,0,persisted_team_rating,persisted_team_rating,0,37515,33722,0,0,,0,,0,0.09,0.01,7,1.5,6.9,0.408,59.2,-2.6,6.9,6.9,-2.6,-2.6,12,8,20,-4,0,0.52763274208237,0.1681,13.1,1.4,1,0.52763274208237,,0.1681,0.41,0.41,,0.41,,baseline,0.41,,,,1.5,5.5,1
5870,2022,10272,rules-v1,core-v3,baseline-v1,2026-04-01T22:41:07-05:00,0.6,8,1.5,1522,1486,0.4,1516,1492.7,1519.6,1488.7,probable_starter,team_recent_average_missing_probable_rating,persisted_team_rating,162,"{""bullpen"":{""away_fatigue"":0.204,""home_fatigue"":0.144,""total_adjustment"":0.08,""spread_adjustment"":0.02},""handedness"":{""away_edge"":0,""home_edge"":0,""total_adjustment"":0,""spread_adjustment"":0,""away_opponent_pitcher_hand"":null,""home_opponent_pitcher_hand"":null},""total_adjustment"":0.08,""spread_adjustment"":0.02}",6.9,1,0.9,1,1,"{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}","{""ops"":null,""whip"":null,""available"":false,""runs_per_game"":null,""sample_seasons"":0,""weighted_games"":0,""runs_allowed_per_game"":null,""run_differential_per_game"":null}",0.75,-0.15,-2.87,"{""has_h2h"":true,""bookmaker"":""draftkings"",""has_totals"":true,""has_spreads"":true,""available_markets"":[""spreads"",""totals"",""h2h""]}",0.78,0,persisted_team_rating,persisted_team_rating,0,34848,39799,0,0,15-Day-IL,0,,0,0.08,0.02,8,1.5,6.9,0.532,53.2,0.9,6.9,6.9,0.9,0.9,9,6,15,-3,0,0.75502258427803,0.2809,8.1,3.9,0,0.75502258427803,,0.2809,0.53,0.53,,0.53,,baseline,0.53,,,,1.5,4.5,1
